ZTF17aaapufz_VLASS3.1,-618.6290000000008
ZTF17aaazdba_VLASS1.2v2,35.390999999995984
ZTF17aabtvsy_VLASS1.2v2,-1254.8689999999988
ZTF17aacldgo_VLASS1.1v2,-1802.6290000000008
ZTF17aacpbmv_VLASS1.1v2,-2149.7090000000026
ZTF17aadlxmv_VLASS1.2v2,-259.56900000000314
ZTF18aaaibml_VLASS1.1v2,-816.6790000000037
ZTF18aaaonon_VLASS1.1v2,-1661.6489999999976
ZTF18aaaqexr_VLASS1.1v2,-827.7989999999991
ZTF18aabdajx_VLASS1.1v2,-1550.7490000000034
ZTF18aabdgik_VLASS1.1v2,-296.8790000000008
ZTF18aabkvpi_VLASS1.1v2,-1952.7289999999991
ZTF18aabssth_VLASS1.2v2,384.41100000000006
ZTF18aabtxvd_VLASS1.2v2,424.451000000001
ZTF18aabxlsv_VLASS1.1v2,-131.5590000000011
ZTF18aaceepu_VLASS1.2v2,-1198.8890000000029
ZTF18aacemcn_VLASS1.2v2,-187.88900000000285
ZTF18aacnlxz_VLASS1.2v2,-563.8989999999976
ZTF18aadlaxo_VLASS1.2v2,-709.5290000000023
ZTF18aadmssd_VLASS1.2v2,105.36099999999716
ZTF18aadsuxd_VLASS1.2v2,-550.8689999999988
ZTF18aadxnul_VLASS1.2v2,-859.849000000002
ZTF18aadzfso_VLASS1.2v2,-263.65899999999965
ZTF18aaegvyd_VLASS1.2v2,-35.58899999999994
ZTF18aaeipng_VLASS1.2v2,-1052.559000000001
ZTF18aaemivw_VLASS1.2v2,192.0809999999983
ZTF18aaeqjmc_VLASS1.2v2,-1664.839
ZTF18aaermez_VLASS1.2v2,94.21099999999568
ZTF18aaezzww_VLASS1.2v2,-1599.8890000000029
ZTF18aafdigb_VLASS1.2v2,-1631.8689999999988
ZTF18aafpfwr_VLASS1.2v2,-890.849000000002
ZTF18aafzers_VLASS1.2v2,-652.6290000000008
ZTF18aagpzjk_VLASS1.2v2,379.4609999999957
ZTF18aagrdcs_VLASS1.2v2,379.2209999999978
ZTF18aagrtxs_VLASS1.1v2,-128.60900000000402
ZTF18aagstdc_VLASS1.2v2,369.2609999999986
ZTF18aagtcxj_VLASS1.2v2,397.1710000000021
ZTF18aagtwyh_VLASS1.2v2,-811.5789999999979
ZTF18aahatvc_VLASS1.1v2,-947.6589999999997
ZTF18aahesrp_VLASS1.2v2,400.43099999999686
ZTF18aahfbqp_VLASS1.2v2,-604.8090000000011
ZTF18aahfeiy_VLASS1.2v2,423.41100000000006
ZTF18aahfgyz_VLASS1.2v2,376.3209999999963
ZTF18aahfqbc_VLASS1.1v2,-137.60900000000402
ZTF18aahfxnn_VLASS1.1v2,-96.6290000000008
ZTF18aahfzea_VLASS1.1v2,-161.63900000000285
ZTF18aahheaj_VLASS1.2v2,367.3510000000024
ZTF18aahhenr_VLASS1.1v2,-185.65899999999965
ZTF18aahhqih_VLASS1.2v2,386.400999999998
ZTF18aahhzqn_VLASS1.2v2,398.3709999999992
ZTF18aahjafd_VLASS1.1v2,-202.56900000000311
ZTF18aahmhxu_VLASS1.2v2,335.390999999996
ZTF18aahpbwz_VLASS1.2v2,358.47099999999773
