observations
ZTF18abebzog has a peak observation at 316.85
ZTF18abecbks has a peak observation at 312.74
ZTF18abeecwe has a peak observation at 318.77
ZTF18abeegsl has a peak observation at 314.91
ZTF18abespgb has a peak observation at 315.74
ZTF18abesqnb has a peak observation at 320.7
ZTF18abetehf has a peak observation at 320.67
ZTF18abetejo has a peak observation at 311.74
ZTF18abetewu has a peak observation at 322.75
ZTF18abeyqpr has a peak observation at 322.78
ZTF18abfbbyh has a peak observation at 1750.82
ZTF18abfchzq has a peak observation at 1830.67
ZTF18abfcmjw has a peak observation at 584.96
ZTF18abfdupq has a peak observation at 350.88
ZTF18abfdxbt has a peak observation at 1641.85
ZTF18abfeyey has a peak observation at 1414.76
ZTF18abffdpa has a peak observation at 1466.83
ZTF18abffyqp has a peak observation at 308.72
ZTF18abfgygp has a peak observation at 323.89
ZTF18abfhaji has a peak observation at 323.89
ZTF18abfhryc has a peak observation at 323.91
ZTF18abfwuwn has a peak observation at 322.7
ZTF18abfzfcv has a peak observation at 330.8
ZTF18abfzhct has a peak observation at 325.74
ZTF18abfzixe has a peak observation at 327.77
ZTF18abgkjff has a peak observation at 331.69
ZTF18abgladq has a peak observation at 315.67
ZTF18abgledy has a peak observation at 332.77
ZTF18abgmcmv has a peak observation at 332.81
ZTF18abgosbg has a peak observation at 315.85
ZTF18abgqkpc has a peak observation at 319.71
ZTF18abgrbjb has a peak observation at 326.82
ZTF18abgxvra has a peak observation at 333.83
ZTF18abgzkmf has a peak observation at 320.89
ZTF18abhbqbh has a peak observation at 1004.77
ZTF18abhgrff has a peak observation at 890.99
ZTF18abhhnnv has a peak observation at 327.79
ZTF18abhhxcp has a peak observation at 560.89
ZTF18abhpzig has a peak observation at 331.81
ZTF18abhqdpv has a peak observation at 325.92
ZTF18abhxidv has a peak observation at 323.88
ZTF18abiczpm has a peak observation at 2062.97
ZTF18abifioh has a peak observation at 907.02
ZTF18abiinnl has a peak observation at 331.95
ZTF18abiiqdl has a peak observation at 334.68
ZTF18abiirfq has a peak observation at 333.68
ZTF18abilofa has a peak observation at 331.96
ZTF18abimhfu has a peak observation at 322.69
ZTF18abimsyv has a peak observation at 332.7
ZTF18abixkdo has a peak observation at 330.79
ZTF18abixkjh has a peak observation at 327.67
ZTF18abixrei has a peak observation at 547.89
ZTF18abiybfq has a peak observation at 321.77
ZTF18abjdjge has a peak observation at 337.7
ZTF18abjgyyr has a peak observation at 332.84
ZTF18abjijwk has a peak observation at 911.89
ZTF18abjkryl has a peak observation at 323.77
ZTF18abjndhh has a peak observation at 324.67
ZTF18abjovdz has a peak observation at 324.9
ZTF18abjqmqt has a peak observation at 328.9
ZTF18abjrbza has a peak observation at 325.9
ZTF18abjrfqx has a peak observation at 340.88
ZTF18abjrznx has a peak observation at 331.66
ZTF18abjstcm has a peak observation at 342.83
ZTF18abjtgdo has a peak observation at 336.74
ZTF18abjtger has a peak observation at 334.68
ZTF18abjvhec has a peak observation at 337.68
ZTF18abjvzxx has a peak observation at 333.66
ZTF18abjwahi has a peak observation at 336.71
ZTF18abjyime has a peak observation at 336.73
ZTF18abjyjdz has a peak observation at 343.65
ZTF18abjyuoj has a peak observation at 1694.82
ZTF18abkhbra has a peak observation at 344.68
ZTF18abkhcrj has a peak observation at 343.66
ZTF18abkhcwl has a peak observation at 343.67
ZTF18abkifng has a peak observation at 340.83
ZTF18abkjnqy has a peak observation at 346.67
ZTF18abklaoj has a peak observation at 331.66
ZTF18abklarx has a peak observation at 337.69
ZTF18abklbam has a peak observation at 337.67
ZTF18abktmfz has a peak observation at 349.83
ZTF18abktphg has a peak observation at 343.88
ZTF18abkudjo has a peak observation at 343.67
ZTF18ablhvfr has a peak observation at 344.66
ZTF18ablmflp has a peak observation at 348.69
ZTF18ablongw has a peak observation at 349.74
ZTF18ablqehq has a peak observation at 348.66
ZTF18ablqhqx has a peak observation at 347.71
ZTF18ablqjul has a peak observation at 353.66
ZTF18ablqkud has a peak observation at 350.65
ZTF18ablqlzp has a peak observation at 350.65
ZTF18ablqqqp has a peak observation at 349.67
ZTF18ablrljh has a peak observation at 346.68
ZTF18abltaxf has a peak observation at 344.67
ZTF18abltdfj has a peak observation at 343.66
ZTF18abltdkd has a peak observation at 346.66
ZTF18abltfho has a peak observation at 362.66
ZTF18ablwafp has a peak observation at 376.69
ZTF18ablwgop has a peak observation at 343.91
ZTF18ablwtkf has a peak observation at 348.84
ZTF18abmasep has a peak observation at 365.78
ZTF18abmdpwe has a peak observation at 363.71
ZTF18abmjvpb has a peak observation at 360.75
ZTF18abmjvuf has a peak observation at 353.66
ZTF18abmjyvo has a peak observation at 359.72
ZTF18abmkaps has a peak observation at 356.73
ZTF18abmmdif has a peak observation at 352.85
ZTF18abmmkaz has a peak observation at 352.71
ZTF18abmnrgb has a peak observation at 362.75
ZTF18abmogag has a peak observation at 346.87
ZTF18abmoung has a peak observation at 353.78
ZTF18abmrhom has a peak observation at 351.91
ZTF18abmwnov has a peak observation at 364.82
ZTF18abmxahs has a peak observation at 362.71
ZTF18abmxdhb has a peak observation at 359.64
ZTF18abmxfrc has a peak observation at 359.71
ZTF18abmxmsv has a peak observation at 352.78
ZTF18abncdhd has a peak observation at 346.84
ZTF18abncimo has a peak observation at 361.89
ZTF18abnonwz has a peak observation at 348.66
ZTF18abntsgz has a peak observation at 360.8
ZTF18abnuexr has a peak observation at 377.77
ZTF18abnuzzt has a peak observation at 358.91
ZTF18abnxhmc has a peak observation at 363.77
ZTF18abnygkb has a peak observation at 360.87
ZTF18abnzlai has a peak observation at 352.91
ZTF18abnzocn has a peak observation at 364.88
ZTF18aboabxv has a peak observation at 363.73
ZTF18abobkii has a peak observation at 359.72
ZTF18aboebsg has a peak observation at 363.9
ZTF18abojpnr has a peak observation at 374.83
ZTF18abokpvh has a peak observation at 364.72
ZTF18abokyfk has a peak observation at 367.86
ZTF18abolvoh has a peak observation at 351.9
ZTF18abomklq has a peak observation at 360.9
ZTF18aboqykf has a peak observation at 364.82
ZTF18abosrco has a peak observation at 352.92
ZTF18abotcjv has a peak observation at 365.91
ZTF18abotdef has a peak observation at 365.92
ZTF18aboztku has a peak observation at 363.73
ZTF18abpamut has a peak observation at 368.72
ZTF18abpaywm has a peak observation at 370.77
ZTF18abpmmpo has a peak observation at 365.72
ZTF18abpttky has a peak observation at 364.7
ZTF18abqbuaj has a peak observation at 360.98
ZTF18abqdadp has a peak observation at 369.73
ZTF18abqjurg has a peak observation at 366.71
ZTF18abqjvyl has a peak observation at 367.72
ZTF18abqlpgq has a peak observation at 364.77
ZTF18abqtnbk has a peak observation at 2291.63
ZTF18abquxjv has a peak observation at 358.89
ZTF18abquyqj has a peak observation at 358.89
ZTF18abqxaqe has a peak observation at 1850.84
ZTF18abqyaix has a peak observation at 1081.96
ZTF18abqyvzy has a peak observation at 376.86
ZTF18abrbywo has a peak observation at 1248.63
ZTF18abrcvbu has a peak observation at 1843.92
ZTF18abrebsb has a peak observation at 1444.97
ZTF18abrfccm has a peak observation at 1165.69
ZTF18abrfchj has a peak observation at 397.9
ZTF18abrlljc has a peak observation at 366.72
ZTF18abrqedj has a peak observation at 375.02
ZTF18abryqnn has a peak observation at 366.9
ZTF18abrytwr has a peak observation at 363.91
ZTF18abrzbtb has a peak observation at 434.95
ZTF18abrzbum has a peak observation at 361.01
ZTF18abrzbyt has a peak observation at 361.01
ZTF18abrzcgl has a peak observation at 361.01
ZTF18abrzeym has a peak observation at 373.65
ZTF18absbgqd has a peak observation at 379.72
ZTF18absclsr has a peak observation at 364.91
ZTF18abscyji has a peak observation at 362.01
ZTF18abscyjj has a peak observation at 365.01
ZTF18absdbvf has a peak observation at 363.66
ZTF18absdgon has a peak observation at 379.72
ZTF18absdxpk has a peak observation at 378.65
ZTF18absgnbm has a peak observation at 362.76
ZTF18absgnio has a peak observation at 362.76
ZTF18abshezu has a peak observation at 423.74
ZTF18abshmro has a peak observation at 362.94
ZTF18abshtdj has a peak observation at 371.88
ZTF18abskove has a peak observation at 378.73
ZTF18abskoyh has a peak observation at 363.79
ZTF18abskzjm has a peak observation at 373.88
ZTF18absldfl has a peak observation at 373.97
ZTF18absliyc has a peak observation at 376.86
ZTF18absnqyo has a peak observation at 379.77
ZTF18absoomk has a peak observation at 370.84
ZTF18abspqsn has a peak observation at 385.77
ZTF18absqhza has a peak observation at 372.93
ZTF18absspcp has a peak observation at 374.67
ZTF18absstyb has a peak observation at 373.7
ZTF18abssuxz has a peak observation at 377.69
ZTF18absyyig has a peak observation at 368.86
ZTF18abtfrbf has a peak observation at 376.83
ZTF18abtfvsk has a peak observation at 367.93
ZTF18abtgkdo has a peak observation at 375.93
ZTF18abtkqkb has a peak observation at 377.79
ZTF18abtmbaz has a peak observation at 378.95
ZTF18abtmtfy has a peak observation at 385.94
ZTF18abtnlik has a peak observation at 379.75
ZTF18abtogdl has a peak observation at 382.68
ZTF18abtqevs has a peak observation at 370.91
ZTF18abtrknw has a peak observation at 367.9
ZTF18abtrvkm has a peak observation at 367.91
ZTF18abtswjk has a peak observation at 397.9
ZTF18abtvgxv has a peak observation at 377.77
ZTF18abtvhef has a peak observation at 377.71
ZTF18abtvstb has a peak observation at 368.77
ZTF18abtxvhy has a peak observation at 380.85
ZTF18abtzzka has a peak observation at 368.95
ZTF18abuatfp has a peak observation at 377.64
ZTF18abucvbf has a peak observation at 382.69
ZTF18abucxcj has a peak observation at 385.62
ZTF18abugthp has a peak observation at 708.0
ZTF18abuhyjv has a peak observation at 385.95
ZTF18abuhzfc has a peak observation at 382.83
ZTF18abuicad has a peak observation at 425.73
ZTF18abujbio has a peak observation at 383.02
ZTF18abujnlz has a peak observation at 370.02
ZTF18abukavn has a peak observation at 374.7
ZTF18abulkrl has a peak observation at 384.68
ZTF18abuncpe has a peak observation at 384.81
ZTF18abupgps has a peak observation at 448.77
ZTF18abupgql has a peak observation at 385.87
ZTF18abupiap has a peak observation at 375.98
ZTF18abuqhje has a peak observation at 371.0
ZTF18abuqugw has a peak observation at 385.62
ZTF18abuxjrd has a peak observation at 386.91
ZTF18abuykiu has a peak observation at 377.94
ZTF18abvbpku has a peak observation at 382.73
ZTF18abvejbm has a peak observation at 389.84
ZTF18abvejqt has a peak observation at 491.6
ZTF18abvfecb has a peak observation at 397.94
ZTF18abvfjwt has a peak observation at 384.01
ZTF18abvgivy has a peak observation at 376.01
ZTF18abvgjft has a peak observation at 391.0
ZTF18abvgjgb has a peak observation at 389.02
ZTF18abvgjyl has a peak observation at 390.02
ZTF18abvglon has a peak observation at 373.02
ZTF18abvkmgw has a peak observation at 379.89
ZTF18abvlchy has a peak observation at 388.86
ZTF18abvmlow has a peak observation at 487.65
ZTF18abvptts has a peak observation at 388.75
ZTF18abvrzqj has a peak observation at 388.86
ZTF18abvsvjs has a peak observation at 385.94
ZTF18abvtrnc has a peak observation at 386.88
ZTF18abvvmdf has a peak observation at 381.64
ZTF18abvxoty has a peak observation at 384.83
ZTF18abvxqtp has a peak observation at 390.77
ZTF18abvzdvj has a peak observation at 397.79
ZTF18abwbaim has a peak observation at 389.9
ZTF18abwckzf has a peak observation at 376.02
ZTF18abwclem has a peak observation at 376.02
ZTF18abwcooy has a peak observation at 382.62
ZTF18abwdcdv has a peak observation at 388.68
ZTF18abwerpm has a peak observation at 379.83
ZTF18abwitkf has a peak observation at 1229.61
ZTF18abwkczr has a peak observation at 397.88
ZTF18abwkrbl has a peak observation at 378.95
